time,ax,ay,az,aT
15.3160,0.8096,0.1419,1.6397,1.834
15.3170,0.6329,0.0250,1.6571,1.774
15.3170,0.3656,-0.0477,1.9115,1.947
15.3180,0.2051,-0.1895,2.2928,2.310
15.3190,0.1017,-0.2502,2.6945,2.708
15.3190,0.0684,-0.2220,3.1141,3.123
15.3200,0.0918,-0.1792,3.4079,3.414
15.3220,0.0796,-0.1393,3.5304,3.534
15.3220,0.0212,-0.0633,3.4973,3.498
15.3270,-0.0312,-0.0665,3.3825,3.383
15.3350,-0.0622,-0.0880,3.2030,3.205
15.3370,-0.0742,-0.1078,3.1179,3.121
15.3420,-0.0799,-0.1412,3.1521,3.156
15.3470,-0.0919,-0.1725,3.3142,3.320
15.3520,-0.1211,-0.1550,3.5140,3.520
15.3570,-0.1323,-0.1131,3.6272,3.631
15.3620,-0.0894,-0.0538,3.5856,3.587
15.3670,-0.0808,0.0133,3.5339,3.535
15.3720,-0.0630,0.0393,3.4614,3.462
15.3780,-0.0701,0.0268,3.3343,3.335
15.3900,-1.0982,0.1778,3.2613,3.446
15.3930,-2.3699,0.9162,3.3378,4.195
15.3960,-0.2329,0.4022,2.8050,2.843
15.3970,0.4941,-0.2808,2.7520,2.810
15.4040,-0.2917,-0.3146,3.0514,3.081
15.4450,-1.0017,-0.2198,3.2246,3.384
15.4480,-0.7661,-0.3234,3.0946,3.204
15.4490,-0.4216,-0.5732,2.9693,3.053
15.4500,-0.5659,-0.6624,3.0499,3.172
15.4510,-0.8313,-0.6701,3.1665,3.342
15.4510,-0.9025,-0.6887,3.0367,3.242
15.4520,-1.0369,-0.6562,2.9012,3.150
15.4530,-1.0716,-0.6015,2.8315,3.087
15.4540,-0.9939,-0.4997,2.7282,2.946
15.4540,-1.0792,-0.3125,2.7002,2.925
15.4590,-0.8348,-0.2576,2.6541,2.794
15.4630,-0.2774,-0.2977,2.7872,2.817
15.4680,0.0727,-0.3072,3.0085,3.025
15.4730,0.1869,-0.2410,3.3142,3.328
15.4780,0.3170,-0.0954,3.3444,3.361
15.4840,0.3348,-0.0045,3.3767,3.393
15.4890,0.1732,-0.0206,3.3597,3.364
15.4940,0.0228,-0.1320,3.2673,3.270
15.5010,0.0015,-0.3083,3.0625,3.078
15.5040,-0.0209,-0.4666,3.0182,3.054
15.5090,-0.3244,-0.3900,3.0040,3.047
15.5140,-0.5553,-0.2718,2.9732,3.037
15.5190,-0.5912,-0.2133,2.9031,2.970
15.5240,-0.5791,-0.2073,2.8764,2.941
15.5290,-0.5059,-0.1834,2.8989,2.948
15.5420,-0.3804,-0.1885,2.9550,2.985
15.5440,-0.2513,-0.2296,3.0519,3.071
15.5490,-0.1812,-0.2070,3.0280,3.040
15.5500,-0.1852,-0.1492,2.8978,2.908
15.6000,-0.2165,-0.0890,2.7356,2.746
15.6020,-0.3405,0.0344,2.4900,2.513
15.6030,-0.5965,0.1850,2.1457,2.235
15.6030,-0.7837,0.3018,1.7504,1.941
15.6040,-0.8487,0.3484,1.3858,1.662
15.6040,-0.7869,0.3658,0.9979,1.322
15.6050,-0.7129,0.3875,0.6731,1.054
15.6060,-0.5999,0.4062,0.4355,0.845
15.6060,-0.4563,0.3937,0.2287,0.645
15.6070,-0.4030,0.3494,0.1676,0.559
15.6080,-0.3095,0.3178,0.1899,0.483
15.6090,-0.2090,0.2723,0.3001,0.456
15.6180,-0.2327,0.2089,0.5649,0.646
15.6210,-0.2739,0.1448,0.9039,0.955
15.6250,-0.2871,0.1667,1.2187,1.263
15.6300,-0.2943,0.2187,1.4723,1.517
15.6360,-0.3710,0.2520,1.6849,1.744
15.6400,-0.4450,0.1857,1.8301,1.893
15.6450,-0.4311,0.1837,1.9358,1.992
15.6510,-0.3958,0.1496,2.0570,2.100
15.6550,-0.2536,0.1129,2.1997,2.217
15.6680,-0.1644,0.1048,2.3426,2.351
15.6690,-0.0974,0.0805,2.4569,2.460
15.6700,0.0047,0.0244,2.6216,2.622
15.6830,0.0680,-0.0244,2.7446,2.746
15.6930,0.1086,-0.0748,2.8677,2.871
15.6940,0.0971,-0.1380,3.0099,3.015
15.6940,0.1300,-0.1771,3.1496,3.157
15.6950,0.1137,-0.1952,3.2830,3.291
15.7370,0.1183,-0.2060,3.3503,3.359
15.7380,0.0332,-0.2300,3.4269,3.435
15.7390,0.0036,-0.2343,3.4360,3.444
15.7400,-0.0162,-0.2036,3.3933,3.399
15.7410,-0.0493,-0.2015,3.3848,3.391
15.7410,-0.0613,-0.1719,3.3399,3.345
15.7420,-0.0904,-0.1603,3.3340,3.339
15.7420,-0.1172,-0.1499,3.3132,3.319
15.7430,-0.0795,-0.1584,3.3062,3.311
15.7460,-0.0664,-0.1093,3.2558,3.258
15.7520,-0.0896,-0.0882,3.1619,3.164
15.7570,-0.0699,-0.1022,3.1312,3.134
15.7610,-0.0778,-0.0971,3.0511,3.054
15.7660,-0.0583,-0.1035,2.8884,2.891
15.7720,-0.0730,-0.0675,2.7593,2.761
15.7760,-0.1127,-0.0737,2.6469,2.650
15.7910,-0.0857,-0.0592,2.5729,2.575
15.7930,-0.0762,-0.0347,2.4763,2.478
15.7970,-0.1072,-0.0250,2.4181,2.421
15.8040,-0.0797,-0.0154,2.3685,2.370
15.8050,-0.0813,0.0038,2.2592,2.261
15.8470,-0.0798,0.0173,2.1621,2.164
15.8490,-0.0899,0.0544,2.1156,2.118
15.8500,-0.0829,0.0695,2.0274,2.030
15.8510,-0.1018,0.0438,1.9383,1.941
15.8510,-0.0823,0.0710,1.8519,1.855
15.8520,-0.0722,0.0639,1.7957,1.798
15.8530,-0.0860,0.1014,1.7278,1.733
15.8530,-0.0711,0.1048,1.6876,1.692
15.8540,-0.0167,0.0994,1.6979,1.701
15.8540,-0.0137,0.1318,1.6892,1.694
15.8600,-0.0177,0.1230,1.7071,1.712
15.8630,-0.0048,0.1138,1.7370,1.741
15.8690,0.0274,0.1256,1.7562,1.761
15.8730,0.0287,0.1212,1.7816,1.786
15.8780,0.0636,0.1329,1.8274,1.833
15.8840,0.0725,0.1221,1.8445,1.850
15.8870,0.1150,0.1045,1.8761,1.882
15.8930,0.1220,0.0691,1.9447,1.950
15.8980,0.1152,0.0635,1.9644,1.969
15.9080,0.1222,0.0434,2.0368,2.041
15.9100,0.1074,0.0552,2.0924,2.096
15.9130,0.1329,0.0341,2.1659,2.170
15.9630,0.1164,0.0363,2.2430,2.246
15.9650,0.1454,0.0292,2.2985,2.303
15.9660,0.1110,0.0508,2.3348,2.338
15.9670,0.1269,0.0519,2.3747,2.379
15.9680,0.1083,0.0625,2.4157,2.419
15.9690,0.0659,0.0247,2.4698,2.471
15.9690,0.0501,0.0163,2.5154,2.516
15.9700,0.0654,0.0406,2.5011,2.502
15.9700,0.0559,0.0367,2.5274,2.528
15.9710,0.0668,0.0881,2.5607,2.563
15.9710,0.0398,0.0547,2.5772,2.578
15.9760,0.0382,0.0657,2.6150,2.616
15.9790,0.0465,0.0793,2.6001,2.602
15.9850,0.0613,0.0833,2.5659,2.568
15.9890,0.0681,0.0970,2.5963,2.599
15.9940,0.0299,0.1001,2.5679,2.570
16.0010,0.0651,0.0925,2.5394,2.542
16.0040,0.0623,0.1282,2.5096,2.514
16.0090,0.0622,0.1642,2.4834,2.490
16.0140,0.0720,0.1336,2.4512,2.456
16.0200,0.0532,0.1837,2.4285,2.436
16.0240,0.0575,0.2104,2.3951,2.405
16.0300,0.0760,0.1996,2.3484,2.358
16.0360,0.1209,0.2279,2.3257,2.340
16.0400,0.1381,0.2464,2.2911,2.308
16.0450,-0.0085,0.2218,2.2146,2.226
16.0590,-0.2220,0.2105,2.1921,2.213
16.0610,-0.3290,0.2076,2.1074,2.143
16.0620,-0.3761,0.1967,2.0934,2.136
16.1130,-0.3764,0.2066,2.0676,2.112
16.1160,-0.3372,0.1812,2.0562,2.091
16.1170,-0.2216,0.2006,2.0209,2.043
16.1180,-0.1696,0.1764,2.0456,2.060
16.1180,-0.1561,0.2042,2.0583,2.074
16.1190,-0.1837,0.1825,2.0208,2.037
16.1200,-0.2392,0.1889,1.9894,2.013
16.1200,-0.2893,0.1542,1.9820,2.009
16.1210,-0.2814,0.1704,1.9747,2.002
16.1210,-0.2358,0.1644,2.0129,2.033
16.1220,-0.1860,0.1412,2.0462,2.059
16.1220,-0.1605,0.1652,2.0640,2.077
16.1270,-0.1697,0.1203,2.0927,2.103
16.1310,-0.1659,0.0963,2.1010,2.110
16.1360,-0.1405,0.1096,2.1189,2.126
16.1410,-0.1451,0.0706,2.1296,2.136
16.1460,-0.1352,0.0762,2.1343,2.140
16.1530,-0.1075,0.0496,2.1714,2.175
16.1570,-0.1002,0.0435,2.1546,2.157
16.1610,-0.0370,0.0314,2.2144,2.215
16.1710,-0.0470,0.0397,2.1963,2.197
16.1710,-0.0405,0.0466,2.1771,2.178
16.1770,-0.0567,0.0462,2.2033,2.205
16.1810,-0.0452,0.0336,2.1757,2.176
16.1920,-0.0719,-0.0007,2.1600,2.161
16.1930,-0.0372,-0.0339,2.1503,2.151
16.2470,-0.0036,-0.0373,2.1909,2.191
16.2480,0.0099,-0.0373,2.1764,2.177
16.2490,0.0198,-0.0303,2.1870,2.187
16.2490,0.0131,-0.0390,2.1725,2.173
16.2500,0.0326,-0.0418,2.1627,2.163
16.2510,0.0150,-0.0292,2.1377,2.138
16.2510,0.0308,-0.0108,2.1532,2.153
16.2520,0.0073,-0.0130,2.1045,2.105
16.2530,0.0209,-0.0404,2.1024,2.103
16.2530,0.0559,-0.0142,2.0493,2.050
16.2530,0.0897,-0.0085,2.0382,2.040
16.2540,0.1114,-0.0232,2.0415,2.045
16.2600,0.0656,0.0083,2.0162,2.017
16.2620,0.0476,0.0038,1.9875,1.988
16.2690,0.0740,-0.0056,1.9970,1.998
16.2730,0.0933,-0.0091,1.9555,1.958
16.2780,0.0876,-0.0068,1.9475,1.949
16.2820,0.0986,-0.0047,1.9336,1.936
16.2890,0.1071,0.0055,1.9281,1.931
16.2930,0.0848,-0.0141,1.8965,1.898
16.2980,0.0319,0.0030,1.7144,1.715
16.3050,-0.2973,0.0613,0.6542,0.721
16.3100,-0.1530,0.2486,0.4471,0.534
16.3130,0.2164,0.0392,1.5383,1.554
16.3250,0.3067,-0.1866,2.2233,2.252
16.3270,0.1881,-0.1607,2.5354,2.547
16.3280,-0.0088,0.0136,2.5321,2.532
16.3850,-0.2897,0.1452,2.2997,2.322
16.3870,-0.3983,0.1789,1.9666,2.014
16.3890,-0.2101,0.1135,1.7003,1.717
16.3900,-0.0699,0.0263,1.6399,1.642
16.3910,0.0213,-0.0151,1.7434,1.744
16.3920,0.0999,-0.0426,1.9545,1.957
16.3940,0.1400,0.0075,2.1679,2.172
16.3950,0.1973,0.0681,2.3228,2.332
16.3960,0.2395,0.0698,2.3557,2.369
16.4020,0.2111,0.0426,2.2752,2.285
16.4040,0.0915,0.0091,2.1650,2.167
16.4050,-0.0499,-0.0142,2.0610,2.062
16.4060,-0.1833,-0.0598,1.9212,1.931
16.4070,-0.2717,-0.0622,1.7646,1.786
16.4080,-0.3423,-0.0033,1.6880,1.722
16.4090,-0.3264,0.0128,1.6542,1.686
16.4180,-0.2893,0.0366,1.6572,1.683
16.4200,-0.2413,0.0635,1.6994,1.718
