time,ax,ay,az,aT
9.7590,-2.4964,1.8372,24.0397,24.239
9.7660,-2.6411,1.3609,25.1522,25.327
9.7790,-2.0583,0.2032,23.4422,23.533
9.7810,-1.3818,-0.8824,21.1090,21.173
9.7830,-0.9432,-1.6746,18.2486,18.350
9.7860,-1.1929,-2.0733,14.7825,14.975
9.8200,-1.2491,-2.3691,11.5769,11.883
9.8210,-0.8097,-2.6112,8.8433,9.256
9.8220,-0.1767,-2.8474,6.3168,6.931
9.8230,0.6415,-3.0116,3.7975,4.889
9.8230,1.4140,-2.8571,1.4473,3.501
9.8240,1.8348,-2.4678,-0.7487,3.165
9.8250,2.2374,-2.1128,-2.7833,4.149
9.8260,2.7878,-1.7172,-4.6696,5.703
9.8300,3.4012,-1.2464,-6.4289,7.379
9.8350,4.0501,-0.8885,-8.1483,9.143
9.8410,4.4211,-0.6250,-9.7017,10.680
9.8460,4.5128,-0.5457,-11.3464,12.223
9.8510,4.3505,-0.4129,-13.1418,13.849
9.8560,4.1266,-0.3105,-15.0312,15.590
9.8610,3.9023,-0.2949,-17.1232,17.565
9.8660,3.9742,-0.2760,-19.0749,19.486
9.8720,3.4278,-0.6485,-20.9235,21.212
9.8760,2.2657,-1.3397,-22.5046,22.658
9.8810,1.5004,-1.5942,-24.4375,24.535
9.8890,1.3717,-1.7492,-26.3508,26.444
9.8920,1.2895,-2.2638,-27.4118,27.535
9.8960,0.7265,-2.9740,-28.5967,28.760
9.9010,-0.1624,-3.8457,-29.3170,29.569
9.9070,-1.0264,-4.9500,-29.2919,29.725
9.9110,-1.6628,-6.1366,-28.9489,29.639
9.9170,-1.9151,-7.4033,-28.7188,29.719
9.9280,-1.6977,-9.1011,-27.9953,29.486
9.9320,-1.0701,-11.0393,-26.7937,28.998
9.9360,-0.4208,-12.9365,-24.8313,28.002
9.9390,0.1112,-14.4803,-22.1027,26.424
9.9720,0.5767,-15.7138,-18.8304,24.532
9.9740,1.4978,-16.7710,-15.0776,22.602
9.9760,11.7121,-4.7861,20.8659,24.402
9.9770,5.2441,3.0253,31.3454,31.925
9.9780,1.7119,-0.5609,31.0095,31.062
9.9780,4.7406,1.0271,22.6877,23.200
9.9790,5.8836,-3.3016,-4.4428,8.078
9.9800,5.7718,-6.7831,-18.8414,20.840
9.9820,3.2633,-5.6835,-23.0995,24.011
9.9900,-0.8259,-1.6188,-24.5712,24.638
9.9920,-3.8323,1.7813,-23.0299,23.414
9.9980,-4.5311,2.0054,-19.7241,20.337
10.0050,-4.5077,0.1228,-13.2208,13.969
10.0070,-4.1441,-1.4033,-4.4287,6.225
10.0120,-3.1941,-1.5005,4.1742,5.466
10.0180,-1.8972,-0.7688,10.5821,10.778
10.0250,-0.5349,0.1800,14.0938,14.105
10.0270,0.6383,1.2459,14.5789,14.646
10.0320,1.3576,2.0150,12.8732,13.100
10.0400,1.5883,2.2753,9.6855,10.075
10.0420,1.6059,1.7267,6.2741,6.703
10.0470,0.9415,0.4700,3.5218,3.676
10.0560,0.2588,-0.3307,1.1920,1.264
10.0580,-0.0387,-0.5862,-0.7386,0.944
10.0630,-0.1897,-0.5360,-1.9271,2.009
10.0680,-0.3569,-0.4613,-2.0321,2.114
10.0820,-0.4274,-0.4659,-1.0887,1.259
10.0830,-0.3315,-0.5527,0.4531,0.788
10.0850,0.0114,-0.6222,2.0148,2.109
10.1280,0.3461,-0.5047,3.1512,3.210
10.1290,0.3889,-0.3398,3.7322,3.768
10.1380,0.4521,-0.2574,3.7477,3.784
10.1390,0.4205,-0.1816,3.3682,3.399
10.1400,0.3878,-0.1451,2.6925,2.724
10.1410,0.4391,-0.1791,2.0596,2.113
10.1410,0.3832,-0.1442,1.5472,1.600
10.1420,0.1986,-0.1010,1.1959,1.216
10.1420,0.0558,-0.0469,1.0033,1.006
10.1430,-0.0529,-0.0254,0.9594,0.961
10.1430,-0.1585,0.0131,1.1860,1.197
10.1440,-0.1830,0.0542,1.5893,1.601
10.1480,-0.1527,0.1110,2.0911,2.100
10.1550,0.0013,0.1107,2.4820,2.484
10.1590,0.1749,0.0904,2.8146,2.821
10.1640,0.2442,0.1336,2.9479,2.961
10.1690,0.3154,0.1471,2.9146,2.935
10.1740,0.3798,0.0894,2.7030,2.731
10.1790,0.3390,0.0153,2.4665,2.490
10.1840,0.3021,-0.0308,2.0858,2.108
10.1940,0.1511,-0.1508,1.6482,1.662
10.1960,0.0055,-0.2887,1.2485,1.281
10.2000,-0.0092,-0.2333,0.9476,0.976
10.2040,0.0319,-0.1662,0.8016,0.819
10.2380,0.1136,-0.0992,0.8460,0.859
10.2390,0.1345,-0.0206,1.1235,1.132
10.2400,0.1493,0.0405,1.5299,1.538
10.2400,0.1929,0.0775,1.8963,1.908
10.2410,0.2008,0.0959,2.1809,2.192
10.2410,0.1916,0.0748,2.3431,2.352
10.2420,0.1656,0.0832,2.3246,2.332
10.2450,0.2044,0.0901,2.2511,2.262
10.2500,0.1957,0.1110,2.1741,2.186
10.2550,0.0813,0.0299,2.1068,2.109
10.2600,0.0715,-0.0203,2.0204,2.022
10.2650,0.0393,-0.0073,1.8505,1.851
10.2710,0.0021,-0.0090,1.7729,1.773
10.2750,0.0225,-0.0203,1.7095,1.710
10.2800,0.1049,0.0165,1.7215,1.725
10.2850,0.1870,0.0487,1.7251,1.736
10.2910,0.2130,0.0178,1.7357,1.749
10.2960,0.2658,0.0172,1.7966,1.816
10.3000,0.2774,0.0337,1.8561,1.877
10.3070,0.2711,0.0192,1.9527,1.971
10.3110,0.2829,-0.0096,2.0192,2.039
10.3170,0.3034,0.0260,2.0678,2.090
10.3220,0.3230,0.0095,2.1115,2.136
10.3260,0.3630,0.0176,2.1468,2.177
10.3310,0.3373,0.0428,2.1580,2.185
10.3370,0.3486,0.0097,2.1596,2.188
10.3470,0.2817,-0.0604,2.1420,2.161
10.3480,0.0881,-0.1999,2.0765,2.088
10.3510,-0.0869,-0.3348,1.8902,1.922
10.3570,-0.2869,-0.3509,1.6145,1.677
10.3620,-0.5355,-0.4305,1.4385,1.594
10.3660,-0.7265,-0.5132,1.3907,1.651
10.3980,-0.5903,-0.3988,1.3909,1.563
10.3990,-0.0418,-0.1100,1.5383,1.543
10.3990,0.3167,-0.0393,1.7345,1.764
10.4000,0.3340,-0.0502,1.8923,1.922
10.4010,0.2118,-0.0565,2.0069,2.019
10.4010,0.1131,-0.0897,2.0187,2.024
10.4020,0.0775,-0.0553,1.8607,1.863
10.4110,0.0614,-0.0013,1.6767,1.678
10.4120,0.0466,-0.0051,1.5337,1.534
10.4170,0.0687,0.0103,1.4614,1.463
10.4230,0.1095,0.0568,1.4682,1.473
10.4270,0.1222,0.0923,1.5108,1.519
10.4310,0.1249,0.1297,1.6682,1.678
10.4390,0.1213,0.1326,1.8004,1.809
10.4420,0.1494,0.1475,1.8797,1.891
10.4470,0.1186,0.1728,1.9528,1.964
10.4520,0.1330,0.1568,1.9685,1.979
10.4580,0.1426,0.1269,1.9399,1.949
10.4630,0.1665,0.1310,1.9064,1.918
10.4670,0.1630,0.0856,1.8527,1.862
10.4820,0.1884,0.0517,1.8289,1.839
10.4850,0.1970,0.0284,1.8218,1.833
10.4970,0.2036,-0.0045,1.8124,1.824
10.4980,0.2011,-0.0291,1.8472,1.858
10.4990,0.1574,-0.0143,1.8605,1.867
10.5000,0.1335,0.0063,1.8559,1.861
10.5430,0.0920,-0.0238,1.8382,1.841
10.5440,-0.0067,-0.0793,1.8838,1.885
10.5450,-0.0360,-0.0609,1.8420,1.843
10.5460,0.0649,-0.0155,1.8589,1.860
10.5460,0.1307,0.0009,1.8290,1.834
10.5460,0.1319,-0.0152,1.8279,1.833
10.5470,0.1526,-0.0616,1.8304,1.838
10.5480,0.1532,-0.0736,1.8245,1.832
10.5480,0.1040,-0.0812,1.8090,1.814
10.5490,0.1182,-0.0915,1.8210,1.827
10.5550,0.1481,-0.0865,1.7649,1.773
10.5590,0.1383,-0.0862,1.7506,1.758
10.5630,0.1860,-0.1276,1.7508,1.765
10.5690,0.2364,-0.0849,1.7318,1.750
10.5740,0.3403,-0.1431,1.5935,1.636
10.5790,0.6832,-0.1662,1.3466,1.519
10.5840,1.5612,0.0092,1.3359,2.055
10.5960,2.1377,0.0754,1.4437,2.581
10.5990,2.6611,-0.0258,1.5238,3.067
10.6010,3.1413,-0.0294,1.6706,3.558
10.6170,3.4373,-0.0170,1.6604,3.817
10.6180,3.5746,0.0311,1.6000,3.916
10.6190,3.6779,-0.0304,1.5745,4.001
10.6200,3.6634,-0.1307,1.5086,3.964
10.6420,3.4698,-0.2115,1.5254,3.796
10.6430,3.3219,-0.2088,1.5759,3.683
10.6440,3.2884,-0.2446,1.5331,3.636
10.6440,3.2183,-0.2974,1.5729,3.594
10.6450,3.0844,-0.3277,1.6975,3.536
10.6490,2.8532,-0.3631,1.8616,3.426
10.6560,2.6265,-0.4326,1.9765,3.315
10.6600,2.3581,-0.5077,2.0508,3.166
10.6650,1.9740,-0.5717,2.0450,2.899
10.6700,1.5671,-0.5578,1.9986,2.600
10.6750,1.3437,-0.6022,1.9728,2.462
10.6800,1.2790,-0.6974,1.9267,2.415
10.6850,1.3000,-0.6471,1.9298,2.415
10.6900,1.3009,-0.4956,1.9484,2.395
10.6940,1.4377,-0.3808,1.9454,2.449
10.7000,1.8953,-0.3973,1.9412,2.742
10.7130,2.4631,-0.4166,1.7660,3.059
10.7150,2.9273,-0.4457,1.6101,3.371
10.7170,3.2600,-0.4328,1.5214,3.623
10.7200,3.5043,-0.4044,1.3848,3.790
10.7610,3.6568,-0.3869,1.2674,3.890
10.7620,3.6773,-0.3352,1.2131,3.887
10.7630,3.6036,-0.3129,1.2015,3.812
10.7640,3.4215,-0.3870,1.1859,3.642
10.7640,3.0582,-0.6111,1.2513,3.360
10.7650,2.6018,-0.8247,1.3174,3.031
10.7660,2.2028,-0.9199,1.4167,2.776
10.7660,1.8371,-0.9396,1.5002,2.551
10.7670,1.5314,-0.8899,1.6003,2.387
10.7740,1.1695,-0.8416,1.6489,2.190
10.7780,0.7943,-0.8764,1.5563,1.955
10.7810,0.4762,-0.9377,1.3611,1.720
10.7850,0.1977,-1.0287,1.2058,1.597
10.7910,-0.0807,-1.1143,1.0772,1.552
10.7960,-0.2848,-1.1418,0.9095,1.487
10.8020,-0.4291,-1.1280,0.8211,1.460
10.8070,-0.5365,-1.0073,0.7246,1.352
10.8110,-0.6109,-0.8507,0.6093,1.212
10.8180,-0.7936,-0.7663,0.5922,1.252
10.8300,-0.9403,-0.7560,0.5931,1.344
10.8310,-0.9908,-0.7673,0.6657,1.419
10.8340,-0.9917,-0.7693,0.8363,1.508
10.8730,-1.0070,-0.7684,1.2097,1.752
10.8740,-0.9882,-0.7079,1.4976,1.929
10.8750,-0.7416,-0.5668,1.4428,1.718
10.8760,-0.4888,-0.5195,1.1296,1.336
10.8770,-0.4249,-0.6212,0.6303,0.982
10.8770,-0.4862,-0.7189,0.1580,0.882
10.8780,-0.5218,-0.7494,-0.2359,0.943
10.8780,-0.5260,-0.8033,-0.4007,1.040
10.8790,-0.5082,-0.8542,-0.3822,1.065
10.8820,-0.3883,-0.8629,-0.2930,0.991
10.8900,-0.1048,-0.8312,-0.2324,0.869
10.8920,0.0668,-0.8852,-0.0488,0.889
10.8980,0.3440,-0.9332,-0.0531,0.996
10.9020,0.6605,-1.0305,-0.3803,1.282
10.9080,0.9104,-1.1765,-0.9021,1.740
10.9120,1.1253,-1.2803,-1.5260,2.288
10.9170,1.3441,-1.3455,-2.3116,2.993
10.9240,1.5093,-1.2690,-3.0301,3.615
10.9270,1.5940,-1.2717,-3.7184,4.241
10.9320,1.4801,-1.3116,-4.4541,4.873
10.9400,1.3355,-1.4038,-5.5883,5.915
10.9430,0.8823,-1.6140,-7.8473,8.060
10.9480,-0.0489,-1.9658,-9.9390,10.132
10.9530,-0.8438,-2.3379,-10.6122,10.899
10.9610,-1.1661,-2.6382,-10.7488,11.129
10.9640,-1.4347,-3.0272,-11.0431,11.540
10.9700,-2.2986,-3.5985,-12.0537,12.788
10.9930,-3.7008,-4.1773,-13.3357,14.456
10.9950,-5.2305,-4.7771,-14.0477,15.733
10.9960,-5.8315,-5.2537,-13.2192,15.374
10.9980,-4.9832,-5.4354,-10.8849,13.147
10.9990,-3.9606,-5.5521,-8.7172,11.068
11.0000,-3.4055,-5.7836,-7.0347,9.723
11.0040,-3.2316,-6.0260,-5.7751,8.950
11.0360,-3.3540,-6.2795,-4.9980,8.698
11.0390,-3.4562,-6.5987,-4.5833,8.746
11.0400,-3.3566,-6.9427,-4.1020,8.735
11.0410,-2.9499,-7.3671,-3.0312,8.495
11.0420,-2.3613,-7.5352,-1.5117,8.040
11.0430,-1.9009,-7.5439,0.0738,7.780
11.0440,-1.6677,-7.5419,1.7769,7.926
11.0440,-1.6509,-7.7359,3.6947,8.730
11.0490,-1.6031,-7.8904,5.3576,9.671
11.0540,-1.3866,-8.0115,7.1657,10.838
11.0650,-0.9819,-7.9943,9.2248,12.246
11.0670,-0.8726,-7.6808,10.7110,13.209
11.0690,-0.6173,-7.3008,11.9914,14.053
11.0740,0.1753,-6.8528,13.1206,14.803
11.0790,1.0541,-6.2392,14.3092,15.646
11.0840,2.1082,-5.9242,15.5530,16.776
11.0980,2.7961,-5.8573,16.7359,17.950
11.1010,2.9133,-5.6720,17.6882,18.802
11.1030,2.8071,-5.2170,18.4696,19.396
11.1430,2.5827,-4.5275,18.9924,19.695
11.1520,2.4102,-3.8047,19.6747,20.184
11.1530,1.8081,-3.0191,19.4700,19.785
11.1540,1.0321,-2.0566,18.1813,18.326
11.1550,0.7643,-1.8734,16.5602,16.683
11.1560,0.9031,-2.2049,15.1440,15.330
11.1570,1.1626,-2.2178,13.4359,13.667
11.1580,1.2252,-2.0787,11.5140,11.764
11.1590,1.1521,-2.0197,9.6823,9.958
11.1600,1.2083,-1.8945,7.9173,8.230
11.1600,1.3853,-1.7196,6.4594,6.826
11.1610,1.5911,-1.5083,5.2951,5.731
11.1660,1.8030,-1.3505,4.4067,4.949
11.1700,1.9161,-1.2016,3.9012,4.509
11.1760,1.9577,-1.0973,3.6160,4.256
11.1800,2.0187,-1.0063,3.3549,4.043
11.1860,2.0002,-0.9623,3.0550,3.776
11.1920,1.8419,-0.8709,2.7895,3.454
11.1960,1.5617,-0.7860,2.6087,3.140
11.2000,1.2604,-0.7576,2.5544,2.947
11.2080,1.0451,-0.7892,2.5771,2.891
11.2110,0.8560,-0.8736,2.6406,2.910
11.2160,0.6404,-0.9533,2.6462,2.885
11.2210,0.3495,-1.0013,2.5849,2.794
11.2320,0.1083,-1.0426,2.4054,2.624
11.2350,-0.0630,-0.9950,2.1828,2.400
11.2460,-0.1861,-1.0005,1.9093,2.164
11.2470,-0.2948,-1.1215,1.6303,2.001
11.2480,-0.3760,-1.2236,1.3773,1.880
11.2510,-0.3197,-1.2813,0.9797,1.644
11.2770,-0.3059,-1.2590,0.5144,1.394
11.2780,-0.2910,-1.1288,0.2357,1.189
11.2790,-0.2446,-1.1019,0.0056,1.129
11.2790,-0.3032,-1.1199,-0.2205,1.181
11.2800,-0.4332,-1.1522,-0.3246,1.273
11.2810,-0.4969,-1.1411,-0.2123,1.263
11.2860,-0.4858,-1.0835,-0.1175,1.193
11.2930,-0.4665,-0.9723,-0.0703,1.081
11.2980,-0.4520,-0.9022,0.0463,1.010
11.3010,-0.4563,-0.8480,0.1710,0.978
11.3080,-0.5099,-0.8651,0.2541,1.036
11.3110,-0.5265,-0.8997,0.1639,1.055
11.3170,-0.5804,-0.9015,0.0897,1.076
11.3250,-0.6040,-0.8445,0.0206,1.038
11.3270,-0.5233,-0.8218,-0.0515,0.976
11.3320,-0.4591,-0.9027,-0.0979,1.017
11.3370,-0.3374,-0.9137,-0.1796,0.990
11.3420,-0.2371,-0.9803,-0.4434,1.102
11.3480,-0.2302,-1.0221,-0.6450,1.230
11.3530,-0.2951,-1.0257,-0.7659,1.314
11.3680,-0.2507,-1.0120,-0.7019,1.257
11.3700,-0.0586,-1.0086,-0.7210,1.241
11.3720,0.0228,-0.9984,-0.6411,1.187
11.3860,0.1106,-1.0568,-0.3927,1.133
11.3880,0.1999,-1.0546,-0.0804,1.076
11.3890,0.2953,-0.9853,0.1589,1.041
11.3900,0.4599,-0.8819,0.4407,1.088
11.4270,0.6514,-0.8175,0.5914,1.201
11.4280,0.7915,-0.7639,0.5714,1.240
11.4290,0.7702,-0.8068,0.6837,1.308
11.4300,0.6355,-0.9498,0.9593,1.492
11.4310,0.5885,-1.0304,1.1045,1.621
11.4310,0.5373,-1.0416,1.2796,1.735
11.4320,0.5788,-1.0375,1.4151,1.848
11.4330,0.6774,-0.9809,1.5741,1.975
11.4340,0.8681,-0.9341,1.7590,2.173
11.4380,0.9646,-0.9535,1.8726,2.312
11.4430,0.9834,-0.9746,2.0355,2.462
11.4480,1.0169,-1.0681,2.1566,2.613
11.4530,0.9575,-1.1348,2.1749,2.633
11.4590,0.8796,-1.1507,2.1943,2.629
11.4640,0.8450,-1.1724,2.1646,2.603
11.4690,0.8212,-1.1664,2.1325,2.566
11.4770,0.8009,-1.2056,2.0383,2.500
11.4790,0.7462,-1.2683,1.9109,2.412
11.4840,0.7755,-1.2360,1.7264,2.260
11.4890,0.7846,-1.2557,1.6263,2.199
11.4940,0.8606,-1.2303,1.5332,2.146
11.4990,0.9516,-1.1957,1.5188,2.154
11.5040,1.0421,-1.2284,1.5078,2.206
11.5150,1.2221,-1.2491,1.4991,2.302
11.5170,1.3757,-1.1575,1.5131,2.350
11.5610,1.4238,-1.1307,1.6369,2.446
11.5620,1.3893,-1.2046,1.7352,2.528
11.5630,1.4039,-1.2882,1.8427,2.651
11.5640,1.3885,-1.4066,2.0263,2.831
11.5640,1.5142,-1.4486,2.3362,3.138
11.5650,1.7175,-1.5182,2.7530,3.582
11.5660,1.7971,-1.6385,3.2177,4.033
11.5670,1.8751,-1.6771,3.7574,4.522
11.5670,1.9773,-1.7017,4.3200,5.047
11.5680,2.0732,-1.6987,4.8437,5.536
11.5690,2.3183,-1.7789,5.3868,6.128
11.5760,2.6136,-1.8994,6.0473,6.856
11.5800,2.9446,-1.9823,7.0486,7.892
11.5850,3.3080,-2.0132,8.0834,8.963
11.5900,3.5631,-2.1365,9.0584,9.966
11.5950,3.9053,-2.5375,10.1577,11.174
11.6000,3.9761,-2.7765,11.0133,12.034
11.6050,3.9486,-2.8374,11.9363,12.889
11.6160,3.8248,-3.0471,13.0079,13.897
11.6270,3.4786,-3.3054,14.2782,15.063
11.6280,2.6300,-3.6387,15.7063,16.335
11.6300,1.7594,-3.8603,17.1677,17.684
11.6310,0.8002,-3.9917,18.1154,18.567
11.6630,-0.4819,-4.4748,18.4997,19.039
11.6650,-1.9247,-5.2306,18.3540,19.182
11.6660,-2.9836,-6.2561,17.7804,19.084
11.6670,-3.2971,-7.5084,16.5034,18.429
11.6680,-2.8809,-8.4860,14.4796,17.028
11.6680,-1.5967,-8.9864,12.3143,15.328
11.6690,0.7061,-9.4542,9.9726,13.760
11.6710,3.4836,-9.4301,6.7478,12.108
11.6770,6.1255,-8.7363,3.3262,11.176
11.6810,7.5424,-8.4248,0.6719,11.328
11.6860,8.6775,-6.5425,-0.7190,10.891
11.6920,8.3774,-4.9750,-0.9874,9.793
11.6960,6.8083,-4.7790,-0.9040,8.367
11.7010,4.9680,-5.2174,-1.0114,7.275
11.7060,2.7881,-5.9709,-1.3676,6.730
11.7110,0.6827,-6.4673,-2.0046,6.805
11.7170,-0.8833,-6.3892,-3.3398,7.263
11.7210,-1.9687,-5.9980,-5.3031,8.245
11.7320,-2.7791,-5.5707,-7.5411,9.779
11.7340,-3.6263,-5.0767,-9.8101,11.626
11.7380,-4.6996,-4.4718,-11.9420,13.590
11.7800,-5.3037,-4.0094,-13.9314,15.437
11.7830,-5.6087,-3.9497,-15.1940,16.671
11.7850,-5.9548,-4.2848,-15.4149,17.072
11.7870,-6.1491,-4.5648,-15.5589,17.342
11.7880,-5.8580,-4.3352,-15.7385,17.344
11.7900,-5.2485,-3.7261,-15.9771,17.225
11.7920,-4.6210,-3.0042,-16.4529,17.352
11.7940,-4.0268,-2.2192,-16.5571,17.184
11.7960,-3.3686,-1.7010,-15.9361,16.377
11.7980,-2.9129,-1.5650,-14.8056,15.170
11.7980,-2.7552,-1.4326,-13.4629,13.816
11.7990,-2.4013,-0.9558,-12.0174,12.292
11.8030,-1.8785,-1.1235,-10.5362,10.761
11.8090,-1.7835,-1.3594,-9.0324,9.307
11.8120,-1.9025,-1.2948,-7.7010,8.038
11.8170,-1.8930,-1.1704,-6.4684,6.841
11.8220,-1.5914,-1.0998,-5.2513,5.596
11.8280,-1.2008,-1.0795,-3.9362,4.254
11.8330,-0.9245,-1.0057,-2.5818,2.921
11.8380,-0.6786,-0.9311,-1.2610,1.708
11.8430,-0.6155,-0.8355,-0.2488,1.067
11.8480,-0.5198,-0.7903,0.6181,1.130
11.8530,-0.2717,-0.8973,1.4373,1.716
11.8600,0.0683,-0.9736,2.2559,2.458
11.8630,0.5298,-0.8971,2.9667,3.144
11.8680,0.9508,-0.7841,3.7411,3.939
11.8760,1.1560,-0.6628,4.3531,4.553
11.8790,1.1504,-0.5277,4.8311,4.994
11.8830,1.0179,-0.3667,5.0474,5.162
11.8880,0.8334,-0.1911,5.2527,5.322
11.9010,0.6612,-0.0794,5.3297,5.371
11.9040,0.4525,-0.0840,5.2487,5.269
11.9140,0.2868,-0.0298,5.0336,5.042
11.9150,0.2217,0.0465,4.7022,4.708
11.9160,0.2055,0.1037,4.2081,4.214
11.9180,0.3240,0.1919,3.7931,3.812
11.9470,0.4194,0.3345,3.5333,3.574
11.9480,0.4417,0.5166,3.2647,3.335
11.9490,0.3868,0.6535,2.9657,3.061
11.9500,0.3902,0.7060,2.6052,2.727
11.9510,0.5250,0.6899,2.2082,2.372
11.9510,0.7839,0.6883,1.8322,2.108
11.9540,1.0178,0.7210,1.4674,1.926
11.9600,1.2756,0.7595,1.0694,1.830
11.9640,1.4820,0.8246,0.7389,1.850
11.9690,1.5089,0.8829,0.4507,1.805
11.9760,1.4401,0.8237,0.1591,1.667
11.9790,1.3140,0.7465,0.0364,1.512
11.9840,1.1705,0.6818,0.0164,1.355
11.9890,1.1020,0.5769,0.0118,1.244
11.9940,1.1156,0.5525,0.0618,1.246
12.0000,1.1442,0.6203,0.1641,1.312
12.0040,1.0696,0.6088,0.2182,1.250
12.0170,0.9422,0.6193,0.2014,1.145
12.0190,0.7832,0.5393,0.0972,0.956
12.0650,0.6413,0.4025,-0.0571,0.759
12.0660,0.5644,0.2259,-0.1597,0.629
12.0660,0.5991,0.0636,-0.0789,0.608
12.0670,0.6970,0.0522,0.0346,0.700
12.0680,0.8730,0.1625,0.1399,0.899
12.0680,0.7467,0.1958,0.2511,0.812
12.0690,0.3355,0.0972,0.4877,0.600
12.0710,0.0724,0.0159,0.7481,0.752
12.0720,-0.0760,0.0578,0.8360,0.841
12.0720,0.0667,0.1664,0.8318,0.851
12.0730,0.1852,0.0669,0.8105,0.834
12.0780,0.2364,-0.1698,0.8320,0.881
12.0800,0.4108,-0.2768,0.8081,0.948
12.0850,0.6015,-0.2272,0.8168,1.039
12.0920,0.8978,-0.0331,0.8486,1.236
12.0950,1.0025,0.1150,0.8400,1.313
12.1000,0.9803,0.2437,0.7956,1.286
12.1050,0.8517,0.2755,0.7680,1.179
12.1110,0.5208,0.0421,0.8851,1.028
12.1160,0.3626,-0.0807,0.9963,1.063
12.1250,0.2670,-0.0443,1.2069,1.237
12.1260,0.2618,0.0230,1.2619,1.289
12.1310,0.3021,0.1531,1.2942,1.338
12.1360,0.2193,0.2657,1.2547,1.301
12.1490,0.1646,0.3845,1.1630,1.236
12.1510,0.0158,0.3756,1.0814,1.145
12.1530,-0.2841,0.3010,0.9770,1.061
12.1930,-0.6597,0.2755,0.7758,1.055
12.1940,-1.1256,0.2133,0.4554,1.233
12.1950,-1.7130,0.0745,0.1856,1.725
12.1960,-2.3584,-0.0492,-0.1590,2.364
12.1970,-3.0633,-0.1127,-0.4550,3.099
12.1970,-3.8426,-0.2051,-0.6696,3.906
12.1980,-4.6670,-0.3047,-0.8250,4.749
12.1980,-5.5495,-0.3274,-0.9481,5.639
12.1990,-6.5166,-0.2347,-0.9451,6.589
12.2020,-7.5847,-0.0820,-0.9550,7.645
12.2090,-8.6815,-0.0541,-0.8978,8.728
12.2130,-9.6261,-0.1129,-1.1412,9.694
12.2170,-10.6410,-0.2656,-1.5935,10.763
12.2220,-11.5652,-0.5188,-2.0206,11.752
12.2340,-12.3302,-0.9360,-2.4376,12.604
12.2420,-12.9508,-1.3463,-2.9215,13.344
12.2440,-13.3007,-1.8106,-3.5682,13.890
12.2450,-13.4861,-2.2364,-4.3421,14.343
12.2470,-13.3845,-2.8324,-4.9705,14.556
12.2790,-12.7929,-4.0041,-5.3856,14.446
12.2810,-11.4092,-5.4327,-5.4765,13.772
12.2820,-9.3674,-6.2926,-5.0015,12.343
12.2830,-6.9877,-6.5948,-4.1361,10.461
12.2840,-4.4615,-6.4564,-3.0296,8.412
12.2850,12.3572,-3.2732,10.0851,16.283
12.2860,35.4462,6.8897,31.1938,47.717
12.2870,32.8881,5.6197,29.4700,44.516
12.3020,1.6956,-3.5357,11.0259,11.702
12.3040,-10.4598,-5.8745,2.9179,12.346
12.3070,-5.2287,-5.5509,-1.7986,7.835
12.3470,0.1421,-4.0737,-4.3230,5.942
12.3490,3.0907,-2.5337,-6.2289,7.401
12.3500,3.4104,-1.1919,-8.2194,8.978
12.3510,0.5195,-0.0239,-8.7911,8.806
12.3510,-3.7737,0.2039,-7.4474,8.351
12.3520,-6.1751,-0.5840,-4.6842,7.773
12.3530,-5.8432,-1.3971,-0.8863,6.073
12.3540,-4.1518,-1.8503,3.2583,5.593
12.3550,-2.4678,-1.9888,6.4263,7.165
12.3560,-1.7029,-1.9723,7.9315,8.349
12.3940,-1.9700,-1.8050,7.5384,7.998
12.3960,-2.5987,-1.7190,5.9607,6.726
12.3970,-2.7760,-1.7791,3.9276,5.128
12.3970,-2.4649,-1.8759,2.0010,3.688
12.3980,-2.2424,-1.9516,0.4693,3.010
12.3990,-1.9213,-1.8593,-0.6019,2.741
12.4000,-1.3265,-1.5616,-1.1808,2.365
12.4000,-0.6025,-1.3188,-1.2491,1.914
12.4010,0.3466,-1.2269,-0.7636,1.486
12.4040,1.5886,-1.1928,0.3416,2.016
12.4120,3.0259,-1.1991,2.0724,3.859
12.4140,4.1987,-1.0501,3.8979,5.825
12.4190,4.9936,-0.7624,5.0081,7.113
12.4250,5.6287,-0.4819,5.1632,7.653
12.4340,5.6765,-0.5045,4.3381,7.162
12.4380,5.3476,-0.5849,2.8678,6.096
12.4390,5.0520,-0.5749,1.2724,5.241
12.4870,4.6804,-0.5759,0.0031,4.716
12.4880,4.3241,-0.4611,-0.8374,4.428
12.4880,4.0103,-0.3622,-1.1310,4.182
12.4890,3.7609,-0.3267,-0.9297,3.888
12.4900,3.5353,-0.3177,-0.4339,3.576
12.4920,3.2599,-0.3363,0.1685,3.281
12.4920,3.0397,-0.3799,0.8365,3.176
12.4930,2.8022,-0.4127,1.5544,3.231
12.4930,2.5775,-0.4890,2.0611,3.336
12.4940,2.3191,-0.6179,2.2516,3.291
12.4950,2.1108,-0.8222,2.0900,3.082
12.5020,1.8239,-1.0192,1.7311,2.713
12.5050,1.5418,-1.1008,1.3437,2.323
12.5110,1.3933,-1.1600,1.0093,2.075
12.5150,1.2643,-1.3111,0.7637,1.975
12.5200,1.2030,-1.3786,0.7337,1.971
12.5270,1.3923,-1.3158,0.7096,2.043
12.5300,1.7450,-1.1795,0.6748,2.212
